
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000009                       # Number of seconds simulated (Second)
simTicks                                      9097500                       # Number of ticks simulated (Tick)
finalTick                                    96735000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.39                       # Real time elapsed on the host (Second)
hostTickRate                                 23048567                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     710704                       # Number of bytes of host memory used (Byte)
simInsts                                         8204                       # Number of instructions simulated (Count)
simOps                                           8204                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    20730                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      20730                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                            18195                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.217821                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.450893                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                            8205                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        2                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                          11819                       # Number of instructions issued (Count)
system.cpu.squashedInstsExamined                    3                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedNonSpecRemoved                   1                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples               18023                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.655773                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.899648                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::DirectCond           18    100.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::DirectUncond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::IndirectCond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::IndirectUncond            0      0.00%    100.00% # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToPredictor_0::total           18                       # Number of committed branches that were mispredicted by the predictor. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::Return            1      0.66%      0.66% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::CallDirect           35     23.18%     23.84% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::CallIndirect           15      9.93%     33.77% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::DirectCond           83     54.97%     88.74% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::DirectUncond           16     10.60%     99.34% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::IndirectCond            0      0.00%     99.34% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::IndirectUncond            1      0.66%    100.00% # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.mispredictDueToBTBMiss_0::total          151                       # Number of committed branches that were mispredicted because of a BTB miss. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget         2418     62.37%     62.37% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB         1290     33.27%     95.64% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS          153      3.95%     99.59% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect           16      0.41%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total         3877                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch          213     94.67%     94.67% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return            8      3.56%     98.22% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect            4      1.78%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total          225                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted              3352                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken         1452                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect               169                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss            122                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.BTBLookups                 3877                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates                  197                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                    1387                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.357751                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted             183                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups              89                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits                 16                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses               73                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return          153      3.95%      3.95% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect          135      3.48%      7.43% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect           87      2.24%      9.67% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond         3352     86.46%     96.13% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond          148      3.82%     99.95% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     99.95% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond            2      0.05%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total         3877                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return          153      6.14%      6.14% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect          102      4.10%     10.24% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect           87      3.49%     13.73% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond         2061     82.77%     96.51% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond           85      3.41%     99.92% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     99.92% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond            2      0.08%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total          2490                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect           55     27.92%     27.92% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%     27.92% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond          109     55.33%     83.25% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond           33     16.75%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total          197                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
